-0.983015 -0.126985 1 0.493143 -1 1 0.158691 -1 -1 1 1 0.591228 1 -0.618092 1 -1 -0.975204 -1 -1 -0.272819 -1 -0.487525 0.997765 -0.438905 0.27313 -1 0.321814 1 -1 0.717047 1 -1 -1 0.566457 0.848188 -1 0.651491 -0.712082 0.527027 0.252591 -0.823272 0.863163 0.80528 -0.488764 0.64297 0.198585 -0.0706738 -0.546424 0.741499 0.0483744 -1 -0.0435118 1 -0.978804 1 -1 1 1 -0.404775 -0.759122 -1 1 -1 1 1 0.123767 -0.205278 -1 -0.712973 -0.431295 1 0.373644 -0.768065 1 -1 -0.780377 1 -0.709345 0.521336 0.392421 1 0.369822 -1 -0.104675 -0.0504445 -0.87234 -0.608573 -0.848125 -1 0.406932 0.0912217 1 1 -0.329274 0.659768 0.812711 -1 0.754412 0.412678 0.199489 -0.117934 1 0.550798 -1 1 -0.644027 0.305686 -0.622283 -0.817545 -0.607605 0.0845615 -1 1 -0.482272 0.877817 -0.90289 0.787714 -0.31801 -0.674056 -0.291299 1 1 0.796157 -1 1 1 0.765004 -1 0.496394 1 -0.967757 1 0.246766 0.83273 0.0739327 0.00376447 1 0.440358 -1 -0.599508 0.457309 0.918635 1 1 -0.24165 1 0.223138 -0.758619 -1 0.0667104 1 0.981546 -0.855702 -0.341588 
-1 -0.966617 -0.625208 -0.349508 1 1 0.234431 -1 -0.43576 0.767704 -1 -1 0.481458 0.500921 1 0.361006 -0.342205 -0.768799 -1 -0.200778 0.491831 -1 1 -0.469392 -0.360577 -1 0.803639 -1 -1 -1 -0.482024 0.867232 -0.772962 1 -1 0.176833 -0.550921 -1 0.0765334 0.631833 -1 1 1 -1 -0.913093 -0.480565 0.606794 -1 1 -1 0.214574 0.266317 1 0.407112 -1 0.292902 0.136206 0.141077 -1 -0.235225 -0.107511 1 1 1 -1 -0.35985 -0.440272 -1 -0.913388 1 -0.437801 -1 0.484238 -1 -0.836414 -0.698369 0.170197 1 0.860443 0.140657 1 0.523349 0.663603 0.451531 1 0.549758 1 -0.163611 -1 0.332264 1 0.601109 1 -0.952431 0.536244 -0.951171 1 -0.940736 -0.581862 -0.981701 -0.25865 0.184264 -0.377313 -0.0104359 1 0.152642 -0.37847 -1 0.00979838 -1 -1 -1 1 -0.479267 -1 0.350475 -0.0914103 -1 1 0.668164 -1 -0.350067 0.957451 -1 -0.541823 -1 0.276257 0.527461 -1 -1 -0.378505 -1 -1 -1 -0.515927 0.446338 -0.445417 0.732705 -0.893591 -1 -0.0387914 -1 1 1 0.441941 -1 0.0281446 -1 -1 0.0941067 1 -0.882954 -0.197356 -1 
-0.317696 -0.19056 -0.558808 -0.908156 -1 1 -0.348516 -1 -0.638357 -0.612393 -0.902091 -1 0.593491 0.0697014 1 -1 1 1 0.164486 -0.909625 -0.0961909 -1 0.847379 -1 0.789151 -1 1 -1 -1 1 -0.706697 -0.021239 -0.734106 -0.754925 1 -0.156646 0.799141 -0.747369 0.623237 -0.752451 1 -0.572433 0.191267 -0.549878 -0.146064 1 -0.91552 -1 -0.568947 -1 -0.871104 1 -1 -0.267141 -1 -1 -0.319911 -0.379908 1 1 1 -1 -0.246429 0.830096 0.0726735 -0.689401 -0.789032 0.741886 0.335227 -1 1 0.101868 -0.533916 0.411496 -0.603067 0.493206 1 -0.365458 -0.643824 0.533501 -0.53237 -1 0.0685477 1 1 -1 -1 -0.840932 1 -0.557197 -0.343266 1 1 -0.942285 -0.253683 0.564672 -1 1 -0.862014 -0.285924 1 1 -1 1 0.5658 -1 1 0.111274 -1 0.0377888 1 0.674755 -0.0542045 -1 -0.156371 1 -1 -1 -0.879221 0.513028 -1 -0.946858 0.938141 -0.382628 0.258801 -0.447889 1 0.332518 1 1 0.510809 -0.817559 -1 -1 -1 -1 0.864804 0.472763 -0.0596615 -0.907533 1 -0.906379 -1 -1 0.830701 -1 -0.467237 -1 -0.530861 0.0358174 -1 -1 -0.125532 -1 
0.00440512 -0.378121 0.914573 1 1 1 -0.503864 -1 0.297004 0.851493 -1 0.515525 0.605772 -0.291774 0.871803 -1 -1 0.426776 1 1 1 -1 -1 0.689178 1 -0.732871 -0.624139 0.146948 -0.196124 0.749631 1 -1 0.232033 -1 0.942598 1 -0.0658874 1 -0.171969 0.615255 1 1 1 0.603107 -1 0.616067 -0.672518 -0.0598475 -0.732446 -1 0.586347 -0.193561 -0.863986 -1 0.588059 1 -0.30248 0.329571 -1 -1 0.526674 -0.246557 -0.217716 0.936045 -0.00363208 -1 -0.0906605 1 0.118498 -1 1 0.969246 -0.719572 -1 -0.980518 -0.961373 1 -0.306793 -0.601838 0.864068 -1 1 0.14741 -0.904978 0.71972 -0.471658 -0.266225 1 1 1 0.987026 0.777417 0.348415 -0.592383 1 -1 0.609031 -0.0543645 0.0101384 -1 1 -0.879396 -0.39789 -0.179401 0.760495 1 -1 -1 -0.754534 1 -1 -0.283369 0.00752482 0.345211 1 1 -0.3785 -0.643092 -0.198022 1 -0.946388 0.173535 -1 0.494022 0.145872 -0.413359 0.59623 -0.108739 -0.326609 1 0.861933 0.844283 -1 -1 -1 0.486266 1 0.206026 0.610053 -1 0.101335 -1 -0.538441 0.428198 0.668768 -0.332943 1 -1 -1 0.0133288 -0.864789 0.633097 -0.124692 0.850858 
-0.771707 -1 1 1 1 -0.828118 0.368488 -0.963873 0.539667 0.999619 -0.254895 1 0.500016 0.341548 -0.743558 0.92661 -0.823164 0.633087 -0.329583 -1 -1 -0.785539 1 -0.663911 -0.335405 -0.382124 -1 -0.940884 -0.935739 0.408989 -1 -0.378241 -0.773269 1 0.775256 1 0.0963553 -0.481751 -0.646931 -1 0.765456 1 1 0.668043 -0.620913 -0.739069 1 0.883788 1 -0.585439 -1 1 1 -0.936245 1 1 -1 -1 -1 -1 -1 0.316114 0.680569 1 1 -1 0.411161 -0.985978 -1 -1 1 1 -0.840275 0.523962 -0.274236 1 -1 -0.964606 1 -0.125408 0.794307 -1 1 -1 0.262273 0.96628 -0.406646 1 -0.0360345 -1 0.167502 1 -0.0443033 -0.440408 1 0.0745007 -1 0.314591 -1 1 1 1 1 1 -0.444126 -1 0.0783675 -1 -1 1 -0.157197 0.721778 -0.463347 0.208037 -1 1 -0.682783 -0.48671 1 1 -1 -0.911165 1 0.494022 0.145872 0.279539 1 -0.638316 -0.905215 -1 1 1 -0.568021 -1 -1 0.965239 0.96191 0.645294 -1 -1 -0.233854 -1 1 -0.384907 0.32671 0.892696 0.940874 -1 -1 0.0133288 -0.843325 -1 -0.680381 0.021364 
0.146712 -1 -0.774273 1 -1 -0.847604 -0.190057 -1 -0.4205 1 0.450113 -1 -1 -1 1 1 -0.936397 1 -1 -0.734123 -1 0.48728 1 -0.369712 1 -0.234052 -0.926078 0.742571 -0.196124 0.894238 1 -0.612763 -0.373039 -1 1 1 -1 0.79937 -1 0.945711 -0.633589 1 0.633367 1 -0.979667 1 0.880681 -1 1 -0.0566032 -0.172824 0.552433 0.560453 -1 0.879051 1 -0.778701 -1 -1 -1 1 -1 -0.0880262 0.93054 0.627825 0.206367 0.824812 -1 -1 -1 1 1 -0.81685 0.984708 1 -1 1 -1 1 0.42079 -0.0245426 -0.217085 -0.704299 -1 0.508528 -1 0.271636 -1 -0.716187 0.469151 1 1 -0.738832 1 0.485101 0.706319 -1 1 -1 0.458566 0.715538 1 -1 1 -1 -0.684599 -0.141303 1 -0.516494 -0.212439 1 -0.274275 0.267988 -1 -0.843143 0.659852 1 0.670943 -1 1 -1 -0.279714 -0.739365 -0.162573 0.75892 -0.460116 -0.00568353 -0.608654 1 -0.0897205 0.344687 -0.981086 0.398273 -1 -0.365874 0.678162 -1 1 0.260538 -1 -1 0.448241 1 0.0517048 -1 -0.223125 1 -1 -0.45671 1 0.446656 -1 -0.301135 -0.295726 
-0.328982 -0.853166 0.0275406 -1 1 -1 1 -1 0.539667 1 1 -1 1 1 1 1 -1 -1 0.0434582 -1 -1 -0.955202 1 -1 1 0.428887 -0.460524 0.283108 -1 -0.423779 -1 -0.378241 0.408054 1 -0.91932 1 0.110057 0.876176 -1 -0.904578 1 0.982162 1 -0.261532 0.759637 1 0.241184 -0.803256 -1 -1 -0.344041 -0.868666 1 -0.297688 0.111222 0.638785 -1 -1 -0.667999 0.0332154 1 -0.0161843 -1 0.285441 -0.0389579 -0.815342 0.130533 -1 -0.217769 -1 0.410685 1 -1 -1 1 0.931275 0.995123 -0.588164 1 1 -1 -1 0.5201 -0.987766 -0.645446 -0.768805 -1 0.0131989 1 -0.753393 -0.276875 1 -1 -1 1 1 0.414185 0.0782888 0.514516 1 -0.628526 -1 -0.0298791 0.0775071 0.847824 -1 0.60037 0.209724 -1 0.416382 1 0.88876 0.164395 0.505116 -0.607034 -0.0700633 -0.141183 -1 1 0.930425 1 -1 -0.836927 -0.020619 -1 -0.773041 1 -1 -1 0.991938 1 -1 0.842387 0.0304445 -1 1 1 0.303104 0.142151 -1 1 -0.462271 -0.0406599 -0.71642 -1 0.31561 1 -1 -1 0.0667104 1 1 -0.197356 -1 
-0.219872 1 -1 -1 1 -0.774977 0.0847584 -1 -1 -0.296074 1 -1 1 -1 -0.15039 -0.254455 -0.117218 -0.59352 -1 1 0.189876 -1 -1 0.193305 0.87671 -0.260868 1 -1 -0.00921237 1 0.490596 -1 -0.939309 1 1 0.56366 1 -0.700416 1 -0.710303 -1 -1 0.694331 1 -0.038365 0.331241 1 -1 1 -0.508677 0.899043 0.115269 -1 1 -1 -0.599895 -1 1 0.929052 1 -0.906152 0.474112 -0.152914 1 -0.0120792 -0.230573 0.680722 0.391362 -0.454613 0.184436 0.485105 -1 0.0485951 0.93133 1 1 -0.19561 -1 -0.567021 0.0694596 0.470917 0.222081 1 -0.285633 0.911619 0.345405 -0.650487 1 -0.095282 0.741394 0.493824 0.521851 -1 1 0.517519 -1 1 1 -1 0.616138 0.452674 1 -1 1 0.769333 -1 1 0.516878 -1 -1 1 0.564125 0.42728 0.0975183 0.156339 0.751956 0.133638 0.776242 0.160493 1 -0.427823 -0.292403 -0.0580099 -1 -0.280874 0.725028 1 0.612343 -0.0463971 1 -0.186184 -0.812915 -0.793774 -0.36357 1 -1 -0.280792 1 -1 -0.536356 1 0.334849 0.964982 1 0.867789 1 0.0968793 -1 -1 0.0941067 1 -1 0.0602094 -0.204258 
0.953282 -0.802036 0.650015 1 -1 -0.580593 -0.270065 -1 -1 1 -1 -0.817239 -1 1 0.847249 1 -0.260382 0.340157 -0.00769552 -1 -0.3359 -1 -0.39001 0.811941 -0.909481 1 0.0387782 -1 -0.193103 -0.149578 -1 0.437852 0.44053 0.107175 -1 0.911544 -1 -0.747369 -0.00812384 0.203755 1 1 -0.493684 -1 -0.702946 -0.733615 -1 0.0359044 -1 -1 -1 -1 0.29306 -0.928303 0.344869 -1 0.291254 1 -0.139033 -1 -1 -0.305491 0.422992 0.765739 0.440254 -0.935218 0.0036488 -1 -1 1 -0.0863105 0.101868 -0.0507688 0.887687 -1 0.493206 0.848183 1 -0.712388 0.797524 0.397862 -0.682825 1 0.505988 -0.558973 1 -0.434563 -1 -0.97421 -0.379116 1 0.149006 -0.505786 -0.543278 -1 0.55249 -1 0.745496 -0.635067 -1 0.168811 0.110188 -0.482662 -1 0.722218 0.392205 -1 0.746134 1 0.365452 -1 1 0.0867617 -0.676654 1 0.11643 1 0.373338 1 0.957774 0.290606 -1 -0.860498 -1 -0.313346 1 1 -0.726763 0.752284 0.193086 -1 0.296384 -0.103533 0.545422 -0.227211 -0.927957 -1 -1 1 0.102711 1 1 0.843934 1 -1 0.847169 1 -1 -1 0.0358174 -0.775957 -0.871001 -0.0750465 -0.497082 
0.286152 -1 1 0.48203 -0.718608 0.512062 -0.341734 -1 1 1 -1 -1 -1 -1 0.134924 -1 1 1 0.227974 -0.934417 0.576306 -1 0.826563 -0.178606 1 -1 1 -0.0713082 -1 -0.575301 0.533936 -1 0.413047 0.287675 0.751953 1 0.998397 0.0152905 -1 -0.49781 0.523686 0.647868 1 -1 -0.173846 1 -0.771371 0.73249 -1 -0.21838 -1 1 1 0.552996 -1 0.0885519 -1 1 1 -0.296934 1 0.196002 0.927208 1 -0.117139 -1 -1 -1 -1 0.363284 1 -1 1 0.304327 -0.958214 0.343702 -0.771387 -1 1 1 -0.186322 0.520843 -0.46464 0.985582 -0.404844 1 -1 1 -1 0.807772 -1 -0.0200432 -0.263563 -1 -1 -0.211704 -0.368202 0.909955 -1 1 0.956037 0.622178 -0.929236 0.151945 0.828896 1 1 -1 1 -0.937119 0.0063297 -0.242237 1 -1 0.25796 -0.120792 0.591112 -0.734735 -1 0.354709 -1 -0.146209 0.310086 -0.333168 0.378968 1 0.574172 1 0.73424 -1 -0.22129 0.265881 -0.209716 -0.588514 -0.350846 -1 -0.221495 0.130056 -0.0021614 0.980618 1 1 0.603445 -1 -1 0.241606 -0.143633 -1 -1 0.0358174 1 1 -0.363503 0.397811 
-1 -1 0.167454 -1 -0.0375046 0.377814 -1 -1 0.638553 0.0311802 -1 0.578995 -0.762153 0.969974 0.917874 0.972408 0.821207 1 0.772392 0.00738357 -1 -0.748142 0.0394399 0.235432 0.489066 -1 0.20972 0.788318 -1 -1 -1 -1 -1 -1 1 0.714314 -0.416462 -0.940533 -1 -0.510564 -0.357654 0.0409997 0.741796 0.602279 -1 1 -1 -0.185952 -1 -1 -1 0.121064 -0.874493 0.89742 1 -0.247063 -1 -1 -0.207076 -0.996681 1 -1 1 0.962868 0.240071 0.552865 -0.442105 1 -1 0.767583 1 0.781303 0.412614 -0.843861 -1 0.682996 -1 1 1 1 -1 -0.60001 -1 0.811047 -1 -1 -1 -0.572711 -0.299572 -0.436012 0.178022 1 -0.0349825 -1 -0.246115 -1 -1 -0.576708 0.102778 -0.384466 0.691986 -1 -1 -0.035741 -0.521059 -0.261741 1 -0.722205 -0.274266 1 0.824062 -0.971481 0.350506 -1 0.978498 -0.0478029 0.342559 -0.0057763 0.0952337 0.138222 0.500425 0.833437 -0.16208 1 -1 -1 0.268085 -0.434145 1 0.864166 -0.205345 -0.251063 -0.501231 -1 -1 1 0.296651 0.521279 -1 0.762337 1 0.647346 -0.324158 0.479173 -0.856773 0.29732 1 -1 -0.932443 0.0667104 0.822989 1 -1 -0.738402 
